Title,Body,Labels,Milestone
DPL-MIR-007: Edit category on a definition,"
As Mira, I want to edit a process definition's category (organizational tag) so that I can group related definitions. Per FR-43 (verified live in compat.md).

**Acceptance Criteria:**

**Given** a definition detail page
**When** the user clicks ""Edit category"", enters a new category value, saves
**Then** `api.updateDefinition(id, { category })` is called (PUT with `{category}` body)
**And** the new category appears in the definition list (refresh).","type:user-story,state:backlog,area:dpl,release:0.0.3",0.0.3
"RUN-MIR-012: Edit task properties (priority, due date, owner, assignee)","
As Mira, I want to edit a task's priority, due date, owner, and assignee from the task detail page, so that I can adjust scheduling without canceling and recreating. Per FR-44.

**Acceptance Criteria:**

**Given** a task detail page
**When** the user clicks ""Edit task"", changes priority / due date / owner / assignee, saves
**Then** `api.updateTask(id, fields)` is called (PUT with the task body)
**And** the task row reflects the changes in the list.","type:user-story,state:backlog,area:run,release:0.0.3",0.0.3
RUN-MIR-013: Add attachment to a task,"
As Mira, I want to attach a file or URL to a task, so that I can document context. Per FR-45.

**Acceptance Criteria:**

**Given** a task detail page
**When** the user clicks ""Add attachment"", picks file or enters URL, saves
**Then** `api.addTaskAttachment(taskId, { name, type, url|content })` is called (POST to `/runtime/tasks/{id}/attachments`)
**And** the attachment appears in the task's attachment list.","type:user-story,state:backlog,area:run,release:0.0.3",0.0.3
"RUN-MIR-014: List, download, delete task attachments","
As Mira, I want to see, download, and delete attachments on a task, so that I can manage task evidence.

**Acceptance Criteria:**

**Given** a task with attachments
**When** the user opens the Attachments panel
**Then** `api.listTaskAttachments(taskId)` is called and renders the list
**And** clicking download fetches and saves the file (binary or text)
**And** clicking delete + confirming calls `api.deleteTaskAttachment(taskId, attachmentId)`.","type:user-story,state:backlog,area:run,release:0.0.3",0.0.3
IDT-MIR-005: Create user,"
As Mira, I want to create a user from the Identity screen, so that I can provision access without using curl. Per FR-46.

**Acceptance Criteria:**

**Given** the user navigates to `/identity` and clicks ""Create user""
**When** they fill the modal (id, first name, last name, email, password) and submit
**Then** `api.createUser({id, firstName, lastName, email, password})` is called (POST `/identity/users`)
**And** the new user appears in the users list (refresh)
**And** failures (e.g. duplicate id) surface as `ErrorBox` with verbatim engine message.","type:user-story,state:backlog,area:idt,release:0.0.3",0.0.3
IDT-MIR-006: Update + delete user,"
As Mira, I want to edit a user's name/email and delete them, so that I can manage the directory.

**Acceptance Criteria:**

**Given** a user detail page
**When** the user clicks ""Edit user"", changes fields, saves
**Then** `api.updateUser(id, fields)` is called (PUT)
**And** clicking ""Delete user"" + confirming calls `api.deleteUser(id)`
**And** both operations reflect immediately in the list.","type:user-story,state:backlog,area:idt,release:0.0.3",0.0.3
IDT-MIR-007: Create + update + delete group,"
As Mira, I want full CRUD on groups, so that I can manage role-equivalent collections. Per FR-47.

**Acceptance Criteria:**

**Given** the user is on `/identity` Groups tab
**When** they create/edit/delete groups via the analogous flows to user CRUD
**Then** each operation calls the right `api.*Group` wrapper
**And** the groups list updates immediately on each operation.","type:user-story,state:backlog,area:idt,release:0.0.3",0.0.3
AUT-MIR-001: Saved connections list in Settings,"
As Mira, I want a list of saved Flowable connections (e.g. local-dev, staging, prod) with quick-switch, so that I don't re-enter credentials when switching environments. Per FR-49.

**Acceptance Criteria:**

**Given** Settings is open
**When** the user clicks ""Manage connections"", adds a new connection with a label, baseUrl, username, password, tenant
**Then** the connection is persisted in localStorage `flowatch.connections.v1` (a new structure, not the single `flowatch.connection.v1`)
**And** a connection picker in the Topbar (next to tenant) allows quick switching
**And** picking a connection updates `api.config()` and triggers `api.ping()` to refresh the indicator.","type:user-story,state:backlog,area:aut,release:0.0.3",0.0.3
AUT-MIR-002: Per-connection auth strategy config (persistence only),"
As Mira, I want each saved connection to remember the *kind* of auth it expects (Basic / Bearer / OIDC config), so that the value survives connection switches and is ready to activate once the AuthStrategy interface lands in milestone 1.0.0 (Story 28.1). This story persists configuration only; the active-strategy switch in `api.ts` is deferred to Epic 28.

**Acceptance Criteria:**

**Given** multi-connection storage exists (Story 23.1)
**When** the user fills `{ kind: ""basic"" | ""bearer"" | ""oidc"", config: { … } }` on the per-connection form
**Then** `flowatch.connections.v1[connectionId].authStrategyConfig` stores the chosen kind + its config blob (Basic credentials, Bearer token, OIDC issuer/clientId/scopes)
**And** the persisted shape passes a JSON-schema round-trip (read → write → read → equal)
**And** the active runtime call path remains Basic auth as today — **no Authorization header swapping yet** (that lands in Story 28.1 + 28.2 when the `AuthStrategy` interface and Settings Authentication tab ship)
**And** the field validation rejects malformed configs with verbatim Zod-style error text in the Settings modal.

**Cross-milestone note:** Story 28.1 (AuthStrategy interface) consumes `authStrategyConfig` and switches the active strategy when a connection becomes active. This story is the persistence half; Story 28.1 + 28.2 + 28.3 + 28.4 are the activation halves.","type:user-story,state:backlog,area:aut,release:0.0.3",0.0.3
JOB-MIR-005: Batches surface,"
As Mira, I want a screen listing long-running batch operations with status and per-part failure detail, so that I can monitor bulk delete or bulk migration runs. Per FR-53.

**Acceptance Criteria:**

**Given** the user navigates to `/jobs?type=batches` (or a new `/batches` route)
**When** `api.listBatches({size:50})` is called against `/management/batches`
**Then** each row shows id, status, started, total parts, succeeded, failed
**And** clicking a row navigates to detail showing `/management/batches/{id}/batch-parts`.","type:user-story,state:backlog,area:job,release:0.0.3",0.0.3
JOB-MIR-006: Event subscriptions surface,"
As Mira, I want to see what messages/signals/timers a running instance is waiting on, so that I can diagnose stuck instances. Per FR-54.

**Acceptance Criteria:**

**Given** the user is on an instance detail page
**When** `api.listEventSubscriptions({processInstanceId: id})` is called
**Then** the page shows each subscription's eventType, eventName, created date
**And** the list is also accessible via `/events?processInstanceId=:id`.","type:user-story,state:backlog,area:job,release:0.0.3",0.0.3
DPL-MIR-008: Recognize `.bar` upload and browse contents,"
As Mira, I want Flowatch to recognize a `.bar` (Flowable App archive) upload, list its bundled processes/forms/decisions, and surface a unified view, so that I can see what an app deployment contains. Per FR-55 (scope-reduced).

**Acceptance Criteria:**

**Given** the user uploads a `.bar` (or `.zip`) file on the Deployments screen
**When** Flowatch detects the file extension and calls `api.listAppDefinitions()` from `/app-api/app-repository/app-definitions` after the deploy
**Then** the resulting app deployment's contained artifacts are listed (BPMN process keys, DMN decision keys, form keys)
**And** clicking an artifact navigates to its detail
**And** the ""runtime side"" (running app-instances) is NOT exposed (per compat.md FR-55 scope reduction — documented as out of scope on the screen).","type:user-story,state:backlog,area:dpl,release:0.0.3",0.0.3
MDL-MIR-008: Render BPMN diagram on instance detail,"
As Mira, I want to see the BPMN diagram of an instance's process definition on the instance detail page, so that I have visual context.

**Acceptance Criteria:**

**Given** the user is on `/instances/:id`
**When** the page calls `api.getProcessDefinitionResource(definitionId)` and embeds the rendered BPMN via a read-only `bpmn-js` viewer (not the full modeler — use `BpmnViewer` instead)
**Then** the diagram appears on the page
**And** the diagram has fit-to-viewport applied.","type:user-story,state:backlog,area:mdl,release:0.0.3",0.0.3
MDL-MIR-009: Highlight current and historic activities on the diagram,"
As Mira, I want completed and current activities highlighted on the diagram (color-coded), so that I can see where an instance is in its flow at a glance. Per FR-29.

**Acceptance Criteria:**

**Given** Story 26.1 renders the diagram
**When** `api.listHistoricActivities({processInstanceId: id})` returns the activity history and the page applies `bpmn-js` element-color overrides (e.g. green for completed, yellow for current)
**Then** the diagram visually shows the instance's path
**And** the current activity (if instance still active) is highlighted distinctly from completed activities.","type:user-story,state:backlog,area:mdl,release:0.0.3",0.0.3
"MDL-MIR-010: ""Save as new version"" in BPMN/DMN modeler","
As Mira, I want a ""Save as new version"" button in the modeler that explicitly bumps the version, so that I can keep prior versions accessible. Per FR-59.

**Acceptance Criteria:**

**Given** the modeler has loaded a deployed definition
**When** the user clicks ""Save as new version"" (vs. just ""Deploy"")
**Then** the modeler exports XML and calls `api.deployBpmn(filename, xml)` (Flowable auto-versions per-key on each deployment)
**And** the modeler reloads the definitions dropdown, showing both the old and new versions
**And** the previously-loaded version's URL is preserved (e.g. via a ""View previous version"" link in the modeler header).

---","type:user-story,state:backlog,area:mdl,release:0.0.3",0.0.3
AUT-SYS-001: Refactor `api.ts` for AuthStrategy interface,"
As a maintainer, I want `api.ts` to delegate Authorization header generation to a pluggable `AuthStrategy` interface, so that adding a new auth method doesn't touch every wrapper. Per ADR-009, FR-4.

**Acceptance Criteria:**

**Given** the current `api.ts` hard-codes Basic auth
**When** an `AuthStrategy` interface is added (`kind`, `authorizationHeader()`, optional `onUnauthorized()`) and `request()` calls `authStrategy.authorizationHeader()`
**Then** the existing Basic strategy is implemented as a concrete `BasicAuthStrategy` and assigned by default
**And** all existing API tests still pass.","type:user-story,state:backlog,area:aut,release:1.0.0",1.0.0
"AUT-MIR-003: Settings ""Authentication"" tab with Basic + Bearer + OIDC","
As Mira, I want to pick from three authentication methods in Settings, so that I can use whichever my engine is configured for. Per FR-4.

**Acceptance Criteria:**

**Given** the Settings modal has tabs (Connection / Authentication / About)
**When** the Authentication tab is implemented with three radio options (Basic / Bearer / OIDC)
**Then** picking each shows its config fields (Basic: user/pass; Bearer: token text area; OIDC: issuer, clientId, scopes)
**And** saving updates the active `AuthStrategy` in `api.ts`
**And** the strategy persists in the connection config — Story 23.2 already persists `authStrategyConfig` per connection; this story activates it by selecting the matching `AuthStrategy` implementation when the connection becomes active.","type:user-story,state:backlog,area:aut,release:1.0.0",1.0.0
AUT-SAS-001: Implement Bearer (paste-a-token) auth strategy,"
As a developer testing a custom Spring Security setup, I want to paste a Bearer token into Settings and have Flowatch use it for all calls, so that I can test OAuth without configuring the full PKCE flow.

**Acceptance Criteria:**

**Given** the Settings Auth tab Bearer option (Story 28.2)
**When** the user pastes a token and saves
**Then** every API call sends `Authorization: Bearer <token>` (no longer Basic)
**And** when the engine returns 401, the strategy's `onUnauthorized()` opens the Settings modal at the Auth tab.","type:user-story,state:backlog,area:aut,release:1.0.0",1.0.0
AUT-MIR-004: Implement OIDC PKCE flow via react-oidc-context,"
As Mira (in an enterprise env), I want full OIDC Authorization Code with PKCE, so that I can use my org's IdP (Keycloak etc.). Per ADR-009.

**Acceptance Criteria:**

**Given** `react-oidc-context` is installed and the Auth tab OIDC option (Story 28.2) is configured with issuer + clientId + scopes
**When** the user starts a session
**Then** Flowatch redirects to the IdP, handles the callback, stores tokens in memory (NOT localStorage, per NFR-11), and calls `api.*` with the access token as `Authorization: Bearer`
**And** silent renew (refresh token with `offline_access` scope) works without UI disruption
**And** a ""Sign out"" button revokes the session.","type:user-story,state:backlog,area:aut,release:1.0.0",1.0.0
RUN-MIR-015: Install form-js and render task forms via it,"
As Mira, I want task forms rendered by the modern form-js renderer (instead of the legacy `/form/form-data` body shape), so that the form UI is consistent with the rest of Flowatch. Per FR-23, FR-51 (scope-reduced).

**Acceptance Criteria:**

**Given** `@bpmn-io/form-js-viewer` is installed
**When** a task with a form-js form definition is opened on `/tasks/:id`
**Then** the form-js viewer renders the form with its native styling overridden by Flowatch's `data-look` system
**And** submitting the form calls `api.submitTaskForm(taskId, properties)` with the form-js output structure
**And** when a task references a legacy form (no form-js definition — the engine returns the `/form/form-data` body shape from Story 11.3), the legacy renderer is used as a fallback (per PRD FR-23 — ""the legacy form-data renderer MUST remain available as a fallback""); the choice is made by detecting whether the form payload contains a `components` array (form-js) or a `formProperties` array (legacy).","type:user-story,state:backlog,area:run,release:1.0.0",1.0.0
RUN-MIR-016: Form-js designer mode for authoring forms,"
As Mira (form author), I want a designer mode where I can drag form components onto a canvas and save, so that I can author forms without writing JSON. Per FR-23.

**Acceptance Criteria:**

**Given** `@bpmn-io/form-js-editor` is installed
**When** the user navigates to `/forms/new` or `/forms/:id/edit`, the editor mounts
**Then** the user can drag input/textarea/select/radio/checkbox/number/datetime components
**And** Save exports the form-js JSON
**And** the form is stored either inline in the BPMN (via `extensionElements`) or in the (future) form-api if the operator runs `flowable-ui`-style deployment (out of scope per compat.md).","type:user-story,state:backlog,area:run,release:1.0.0",1.0.0
RUN-MIR-017: Form-js standalone form deployment (deferred),"
As Mira, I want standalone form definitions deployable to Flowable's form engine, so that the same form is reusable across tasks. Per FR-51 (deferred).

**Acceptance Criteria:**

**Given** `/form-api/*` is NOT exposed in `flowable-rest:7.2.0` (per compat.md)
**When** this story is scheduled
**Then** the implementation gates on the operator using an alternate Flowable image (e.g. `flowable-ui`) that exposes `/form-api/`
**And** if `/form-api/` returns 404, the standalone-form UI is hidden and an explainer is shown.","type:user-story,state:backlog,area:run,release:1.0.0",1.0.0
MDL-MIR-011: Implement Flowable extensions properties panel,"
As Mira, I want the BPMN modeler's properties panel to expose Flowable-specific element extensions (assignees, candidate groups, listeners, form refs, async/exclusive flags), so that I don't have to edit XML by hand. Per FR-38.

**Acceptance Criteria:**

**Given** the BPMN modeler is open with a UserTask selected
**When** the properties panel mounts
**Then** it shows fields for `flowable:assignee`, `flowable:candidateUsers`, `flowable:candidateGroups`, `flowable:formKey`, `flowable:async`, `flowable:exclusive`, `flowable:executionListener`, `flowable:taskListener`
**And** editing each field updates the element's `extensionElements` in the BPMN XML
**And** the XML round-trip (export → re-import) preserves all Flowable-specific extensions (no data loss like Camunda Modeler's round-trip issue cited in market research).","type:user-story,state:backlog,area:mdl,release:1.0.0",1.0.0
MDL-MIR-012: Properties panel covers DMN-specific extensions,"
As Mira, I want the DMN modeler's properties panel to expose any Flowable-specific DMN extensions, so that decisions can be authored without XML editing.

**Acceptance Criteria:**

**Given** the DMN modeler is open
**When** a decision element is selected
**Then** any Flowable-DMN extensions (if applicable) are exposed in the properties panel
**And** round-trip preserves them.","type:user-story,state:backlog,area:mdl,release:1.0.0",1.0.0
NAV-MIR-009: Detect Flowable version drift and show banner,"
As Mira, I want a non-blocking banner if I'm running a Flowable version Flowatch hasn't been tested against, so that I know to expect potential issues. Per NFR-7.

**Acceptance Criteria:**

**Given** `api.ping()` returns the engine version
**When** the version doesn't match the `tested-against` version recorded in `docs/compat.md` (e.g. operator runs 7.5 but Flowatch was tested against 7.2)
**Then** a dismissable banner appears in the chrome reading ""Flowatch is tested against Flowable 7.2.0. Detected: 7.5.0 — some features may differ. See docs/compat.md.""
**And** clicking dismiss persists the dismissal for that version in localStorage.

---","type:user-story,state:backlog,area:nav,release:1.0.0",1.0.0
HST-MIR-004: Run end-to-end a11y audit across 8 look × theme combos + 11 screens,"
As Mira (operator with accessibility needs), I want a full a11y audit producing a list of issues + fix plan, so that v1.0 is genuinely accessible. Per NFR-15-NFR-17.

**Acceptance Criteria:**

**Given** all screens are implemented and routable
**When** an automated a11y scan (axe-core via Playwright) is run on every screen × every look × every theme
**Then** the report is produced at `docs/a11y-audit-1.0.0.md`
**And** every violation is either fixed in a follow-up story or documented as ""won't fix"" with rationale
**And** the final a11y score is ≥ 95/100 axe-core threshold.","type:user-story,state:backlog,area:hst,release:1.0.0",1.0.0
"HST-MIR-005: Fix every ""won't ship"" a11y violation found by Story 32.1","
As Mira, I want every blocking a11y issue from the audit fixed before 1.0 ships, so that I can use Flowatch with a screen reader or keyboard.

**Acceptance Criteria:**

**Given** the audit report from Story 32.1
**When** every ""won't ship"" violation has a corresponding fix in the codebase
**Then** re-running the audit produces zero blocking violations
**And** the score is ≥ 98/100.","type:user-story,state:backlog,area:hst,release:1.0.0",1.0.0
DOC-DAA-001: Add README screenshots per look,"
As Daan (evaluator landing on the GitHub repo), I want three screenshots in the README (one per look) at the top, so that I can see what Flowatch looks like before cloning. PRD Open Question 6 (resolved as Yes).

**Acceptance Criteria:**

**Given** all three looks render correctly
**When** screenshots of the Dashboard in `editorial / light / regular`, `terminal / dark / compact`, `industrial / dark / regular` are captured (1440×900 viewport, headless Chromium via Playwright)
**Then** the three PNGs are committed under `branding/screenshots/`
**And** README.md embeds them in a row near the top with alt text per accessibility.","type:user-story,state:backlog,area:doc,release:1.0.0",1.0.0
DOC-SYS-001: Forum announcement post draft,"
As a maintainer, I want a draft post for the Flowable forum threads (12226 and 11896) announcing Flowatch 1.0, so that the discovery path is activated per market-research recommendation #4.

**Acceptance Criteria:**

**Given** v1.0 is tagged
**When** a draft announcement is written to `docs/announcements/flowable-forum-2026-XX.md` with: positioning sentence, screenshot link, GitHub link, Docker quickstart, link to compat.md
**Then** the draft is reviewed and ready to post (single-maintainer review)
**And** the post explicitly references that the project fills the 7.0+ OSS UI gap (forum threads 12226 and 11896 demand signal).","type:user-story,state:backlog,area:doc,release:1.0.0",1.0.0
DOC-DAA-002: Social-preview card for the GitHub repo,"
As Daan, I want a clear social preview card when someone shares the GitHub repo URL on Twitter/LinkedIn, so that the project's purpose is communicated at-a-glance.

**Acceptance Criteria:**

**Given** Flowatch is published
**When** an SVG/PNG social-preview card is created showing the lockup + tagline + ""OSS GUI for Flowable 7+ OSS""
**Then** the card is uploaded to GitHub repo settings → Social preview
**And** sharing the repo URL renders the card on major social platforms (verified manually).

---

## v2+ Placeholder Epics (no stories — gated)","type:user-story,state:backlog,area:doc,release:1.0.0",1.0.0
